symbol,fa_persons,fa_companies,lead_underwriters_norm,co_underwriters_norm,ipo_price,first_trade_date,open_d1,high_d1,low_d1,close_d1,close_d2,close_d3,close_d4,close_d5,close_1W,close_1M,close_3M,close_6M
MASTEC,นาย ชวพล ศรัณยพฤทธิ์,บริษัท แอสเซท โปร แมเนจเม้นท์ จำกัด,['บริษัทหลักทรัพย์ ฟิลลิป (ประเทศไทย) จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ บียอนด์ จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โกลเบล็ก จำกัด', 'บริษัทหลักทรัพย์ ไอร่า จำกัด (มหาชน)']",1.4500,Mon Oct 27,1.7800,1.8300,1.3500,1.3500,1.3300,1.3000,1.2700,1.1800,1.1300,1.1000,1.0300,1.0300
MASTER,นางสาว เดือนพรรณ ลีลาวิวัฒน์,บริษัท ไพโอเนีย แอดไวเซอรี่ จำกัด,"['บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ หยวนต้า (ประเทศไทย) จำกัด']","['บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ซีจีเอส อินเตอร์เนชั่นแนล (ประเทศไทย) จำกัด', 'บริษัทหลักทรัพย์ ทรีนีตี้ จำกัด', 'บริษัทหลักทรัพย์ ฟิลลิป (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โกลเบล็ก จำกัด']",46.0000,Wed Jan 25,62.2500,72.2500,61.2500,69.0000,68.5000,72.2500,77.2500,76.2500,80.2500,76.2500,78.5000,78.0000
MATCH,,,['บริษัทหลักทรัพย์ ธนชาต จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ทรีนีตี้ จำกัด', 'บริษัทหลักทรัพย์ บัวหลวง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟิลลิป (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ยูโอบี เคย์เฮียน (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ แอสเซท พลัส จำกัด', 'บริษัทหลักทรัพย์ ไทยพาณิชย์ จำกัด']",34.0000,Tue Mar 11,32.5000,34.0000,31.7500,32.7500,35.0000,36.5000,37.7500,35.0000,35.5000,34.5000,33.2500,11.5000
MBAX,,กสิกรไทย บล.,"['บริษัทหลักทรัพย์ กสิกรไทย จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ดาโอ (ประเทศไทย) จำกัด (มหาชน)']","['บริษัทหลักทรัพย์ ซิกโก้ จำกัด', 'บริษัทหลักทรัพย์ นครหลวงไทย จำกัด', 'บริษัทหลักทรัพย์ บัวหลวง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ บีที จำกัด', 'บริษัทหลักทรัพย์ เมอร์ชั่น พาร์ทเนอร์ จำกัด']",5.0000,Mon Jan 29,5.0500,5.0500,4.3200,4.4000,4.3000,4.2600,4.3200,4.3600,4.3000,4.5600,4.4000,5.7500
MC,พันทิตา แซ่เอ็ง,ธนชาต จำกัด (มหาชน),"['บริษัทหลักทรัพย์ กสิกรไทย จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ธนชาต จำกัด (มหาชน)']","['บริษัทหลักทรัพย์ ซีไอเอ็มบี (ประเทศไทย) จำกัด', 'บริษัทหลักทรัพย์ ทิสโก้ จำกัด']",15.0000,Thu Jul 04,17.2000,17.7000,15.5000,16.0000,15.6000,14.9000,14.1000,13.5000,14.8000,12.6000,14.2000,11.5000
MCA,นางสาว สิรีธร วรสุทธิกา,บริษัท แคปปิตอล วัน พาร์ทเนอร์ จำกัด,['บริษัทหลักทรัพย์ โกลเบล็ก จำกัด'],"['บริษัทหลักทรัพย์ ซีจีเอส อินเตอร์เนชั่นแนล (ประเทศไทย) จำกัด', 'บริษัทหลักทรัพย์ ดาโอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)']",3.3000,Thu Oct 26,3.0000,3.4200,1.8300,2.0400,1.8300,1.5700,1.7100,1.5800,1.6400,1.5100,2.4200,2.7200
MCOT,,ภัทร บล. บจก.,['บริษัทหลักทรัพย์ เกียรตินาคินภัทร จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ทิสโก้ จำกัด', 'บริษัทหลักทรัพย์ ธนชาต จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)']",22.0000,Wed Nov 17,24.3000,26.0000,23.5000,23.5000,22.8000,22.6000,22.2000,22.5000,22.3000,23.0000,24.9000,19.1000
MCS,,ไอเอฟซีที แอดไวเซอรี บจก.,"['บริษัทหลักทรัพย์ บัวหลวง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน)']","['บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ดีบีเอส วิคเคอร์ส จำกัด', 'บริษัทหลักทรัพย์ ทิสโก้ จำกัด', 'บริษัทหลักทรัพย์ นครหลวงไทย จำกัด', 'บริษัทหลักทรัพย์ โนมูระ พัฒนสิน จำกัด (มหาชน)']",2.4000,Fri Jul 15,3.5000,3.5400,2.2000,2.2200,2.1600,2.0400,2.1800,2.1000,2.1000,2.2800,2.5600,2.8600
MEB,นาย ธีรภัทร อาชาไกรสร,บริษัท หลักทรัพย์บัวหลวง จำกัด (มหาชน),['บริษัทหลักทรัพย์ บัวหลวง จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โนมูระ พัฒนสิน จำกัด (มหาชน)']",28.5000,Tue Feb 14,45.0000,49.0000,42.2500,44.2500,42.2500,41.0000,41.7500,45.0000,42.5000,38.0000,32.0000,31.7500
MEDEZE,นาย ปวริศ เวสส์สุภารัตน์,บริษัท หลักทรัพย์หยวนต้า (ประเทศไทย) จำกัด,['บริษัทหลักทรัพย์ หยวนต้า (ประเทศไทย) จำกัด'],"['บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ซีจีเอส อินเตอร์เนชั่นแนล (ประเทศไทย) จำกัด', 'บริษัทหลักทรัพย์ ดาโอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โกลเบล็ก จำกัด']",9.0000,Tue Oct 15,13.3000,13.8000,10.6000,11.2000,11.1000,12.2000,12.1000,11.1000,10.8000,7.6500,9.3500,6.3000
MEGA,ทินพันธุ์ หวั่งหลี,กสิกรไทย จำกัด (มหาชน),['บริษัทหลักทรัพย์ กสิกรไทย จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ซีไอเอ็มบี (ประเทศไทย) จำกัด', 'บริษัทหลักทรัพย์ บัวหลวง จำกัด (มหาชน)']",17.5000,Tue Nov 19,19.0000,21.3000,18.0000,21.3000,20.8000,19.2000,19.4000,19.2000,19.4000,21.1000,20.4000,22.2000
MENA,นาง รัชดา เกลียวปฏินนท์,บริษัท ที่ปรึกษา เอเซีย พลัส จำกัด,['บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ แลนด์ แอนด์ เฮ้าส์ จำกัด', 'บริษัทหลักทรัพย์ ไอร่า จำกัด (มหาชน)']",1.2000,Wed Jul 07,1.6000,2.8200,1.5900,2.4800,1.8100,2.0600,1.9900,2.0400,1.9900,1.6400,2.0000,1.9700
MFEC,,ทิสโก้ บล.บจก.,['บริษัทหลักทรัพย์ ทิสโก้ จำกัด'],"['บริษัทหลักทรัพย์ บัวหลวง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ อินเทลวิชั่น จำกัด', 'บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โกลเบล็ก จำกัด']",4.7500,Wed Oct 08,8.0000,8.5000,7.3000,8.0000,9.3500,11.6000,12.0000,11.0000,11.8000,11.8000,10.3000,8.1500
MGC,นางสาว ทิพวรรณ ดอกไม้หอม,บริษัท หลักทรัพย์ฟินันซ่า จำกัด,"['บริษัทหลักทรัพย์ บัวหลวง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)']","['บริษัทหลักทรัพย์ ทิสโก้ จำกัด', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)']",7.9500,Wed Apr 26,8.4500,9.1000,8.1000,8.9000,9.8000,9.5500,8.8000,9.0500,9.0500,9.3500,7.6000,6.3000
MGI,นาย ชัยสิทธิ์ เล่าเรียนดี,บริษัท ฟินเน็กซ์ แอ๊ดไวเซอรี่ จำกัด,['บริษัทหลักทรัพย์ เอเอสแอล จำกัด'],"['บริษัทหลักทรัพย์ คิงส์ฟอร์ด จำกัด', 'บริษัทหลักทรัพย์ หยวนต้า (ประเทศไทย) จำกัด']",4.9500,Thu Dec 14,6.2500,8.5000,6.2000,8.5000,9.1500,11.9000,15.5000,16.9000,16.7000,19.1000,42.5000,18.5000
MGT,นาย ศิต ตันศิริ,บริษัท หลักทรัพย์โนมูระ พัฒนสิน จำกัด (มหาชน),['บริษัทหลักทรัพย์ โนมูระ พัฒนสิน จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ดาโอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ หยวนต้า (ประเทศไทย) จำกัด', 'บริษัทหลักทรัพย์ อาร์เอชบี (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเชียเวลท์ จำกัด', 'บริษัทหลักทรัพย์ โกลเบล็ก จำกัด']",1.8900,Thu Feb 23,2.7400,2.9000,2.3200,2.4200,2.2600,2.1000,2.1000,2.1400,2.2200,2.2800,2.3600,3.2000
MICRO,นาง รัชดา เกลียวปฏินนท์,บริษัท ที่ปรึกษา เอเซีย พลัส จำกัด,['บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ทิสโก้ จำกัด', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โกลเบล็ก จำกัด']",2.6500,Thu Oct 01,3.7800,5.5500,3.7400,5.4500,4.8600,4.9400,4.6600,4.4400,4.2800,4.6600,4.8600,9.2000
MIDA,,แอสเซท พลัส บล.บจก.,['บริษัทหลักทรัพย์ แอสเซท พลัส จำกัด'],"['บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ดีบีเอส วิคเคอร์ส จำกัด', 'บริษัทหลักทรัพย์ ทรีนีตี้ จำกัด', 'บริษัทหลักทรัพย์ ธนชาต จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ บัวหลวง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เกียรตินาคินภัทร จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอบีเอ็น แอมโร เอเชีย จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โนมูระ พัฒนสิน จำกัด (มหาชน)']",10.0000,Thu Jul 17,18.2875,19.0575,16.3625,16.9400,18.6725,17.8062,17.7100,16.9400,16.8438,20.4050,27.1906,27.1906
MILL,,บริษัทหลักทรัพย์ เคทีบี จำกัด,['บริษัทหลักทรัพย์ ดาโอ (ประเทศไทย) จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ นครหลวงไทย จำกัด', 'บริษัทหลักทรัพย์ ยูโอบี เคย์เฮียน (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ สินเอเชีย จำกัด', 'บริษัทหลักทรัพย์ อาร์เอชบี (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โกลเบล็ก จำกัด']",2.9000,Tue Nov 06,1.7818,2.1455,1.7818,2.1091,2.1636,1.9455,2.0182,1.9818,1.9455,1.7745,2.3091,2.7600
MITSIB,นาย สัมฤทธิ์ชัย ตั้งหะรัฐ,บริษัท หลักทรัพย์คันทรี่ กรุ๊ป จำกัด (มหาชน),['บริษัทหลักทรัพย์ พาย จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ดาโอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ อาร์เอชบี (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เออีซี จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ แลนด์ แอนด์ เฮ้าส์ จำกัด', 'บริษัทหลักทรัพย์ ไอร่า จำกัด (มหาชน)']",2.5000,Tue Jun 11,2.6400,2.8200,2.5200,2.5400,2.5600,2.4400,2.5000,2.4600,2.4600,2.4200,2.4000,1.5500
MJD,,ไทยสแตรทีจิค แคปปิตอล บจก.,['บริษัทหลักทรัพย์ ทิสโก้ จำกัด'],"['บริษัทหลักทรัพย์ ทรีนีตี้ จำกัด', 'บริษัทหลักทรัพย์ นครหลวงไทย จำกัด', 'บริษัทหลักทรัพย์ บัวหลวง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โนมูระ พัฒนสิน จำกัด (มหาชน)']",4.7000,Tue Nov 27,5.1000,5.2000,4.4000,4.4200,4.7400,4.8000,4.7800,4.7000,4.6000,4.5800,4.0000,4.1600
MMM,นางสาว จุฬาลักษณ์ จุหอม,บริษัท ไพโอเนีย แอดไวเซอรี่ จำกัด,['บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ดาโอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอสบีไอ ไทย ออนไลน์ จำกัด']",5.5000,Fri Nov 07,5.5000,5.7500,4.5400,4.6600,4.0400,3.8200,3.3000,3.4200,3.2400,3.3600,3.3800,3.3800
MONO,นิสาภรณ์ ฤกษ์อร่าม,แอดไวเซอรี่ พลัส จำกัด,"['บริษัทหลักทรัพย์ กสิกรไทย จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ บัวหลวง จำกัด (มหาชน)']","['บริษัทหลักทรัพย์ ซีไอเอ็มบี (ประเทศไทย) จำกัด', 'บริษัทหลักทรัพย์ ทรีนีตี้ จำกัด', 'บริษัทหลักทรัพย์ อาร์เอชบี (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ไอร่า จำกัด (มหาชน)']",11.4000,Thu Jun 06,13.6000,14.2000,11.6000,11.9000,14.8000,15.6000,13.4000,14.6000,13.4000,14.3000,10.3000,8.7500
MOONG,,ที่ปรึกษา เอเซีย พลัส จำกัด,['บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ธนชาต จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ พาย จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)']",2.3000,Thu Oct 01,2.7000,2.9200,2.6600,2.6800,2.6600,2.7600,2.7400,2.7400,2.7400,2.7000,2.5200,2.5400
MOSHI,นาย ธาญทิฐ เกษมทรัพย์,บริษัท หลักทรัพย์ กสิกรไทย จำกัด (มหาชน),['บริษัทหลักทรัพย์ กสิกรไทย จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ธนชาต จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ยูโอบี เคย์เฮียน (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ หยวนต้า (ประเทศไทย) จำกัด', 'บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน)']",21.0000,Thu Dec 22,35.0000,36.7500,31.2500,32.0000,37.2500,37.0000,36.2500,36.2500,35.5000,44.5000,47.0000,53.0000
MOTHER,นาย สัมฤทธิ์ชัย ตั้งหะรัฐ,บริษัท พาย แอ๊ดไวเซอรี่ จำกัด,['บริษัทหลักทรัพย์ พาย จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ดาโอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอสบีไอ ไทย ออนไลน์ จำกัด']",1.4000,Tue Feb 11,2.1600,2.4200,1.5800,1.6100,1.1800,1.1600,1.1800,1.1800,1.1800,0.9700,0.6700,1.2400
MPJ,นาย ปิยะ พงศกรไพศาล,บริษัท แคปปิตอล วัน พาร์ทเนอร์ จำกัด,['บริษัทหลักทรัพย์ โกลเบล็ก จำกัด'],"['บริษัทหลักทรัพย์ กรุงศรี จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ดาโอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ หยวนต้า (ประเทศไทย) จำกัด']",6.0000,Wed Nov 06,5.6000,5.7000,4.6000,4.7800,4.5000,4.4200,4.4000,4.4200,4.3400,3.8600,2.5200,3.0000
MRDIYT,"นางสาว ณิชชา เตชัสอนันต์, นางสาววิชญดา วงศ์คำจันทร์","บริษัท หลักทรัพย์บัวหลวง จำกัด (มหาชน), ธนาคารซีไอเอ็มบี ไทย จำกัด (มหาชน)","['บริษัทหลักทรัพย์ ซีจีเอส อินเตอร์เนชั่นแนล (ประเทศไทย) จำกัด', 'บริษัทหลักทรัพย์ บัวหลวง จำกัด (มหาชน)']","['บริษัทหลักทรัพย์ กสิกรไทย จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน)']",8.6000,Wed Nov 05,7.0500,8.7000,7.0000,8.6000,8.3000,8.2000,8.1500,7.8500,7.6500,9.1500,8.7000,8.7000
MTW,N.A.,บริษัท พาย แอ๊ดไวเซอรี่ จำกัด,['บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)'],['บริษัทหลักทรัพย์ หยวนต้า (ประเทศไทย) จำกัด'],2.8800,Tue Dec 06,7.4500,7.8000,3.4400,3.4800,3.7000,3.9200,3.8200,3.5200,3.5200,4.2200,6.8000,3.8200
MVP,นาย เสกสรรค์ ธโนปจัย,บริษัท แอสเซท โปร แมเนจเม้นท์ จำกัด,"['บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โนมูระ พัฒนสิน จำกัด (มหาชน)']","['บริษัทหลักทรัพย์ ดาโอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ทรีนีตี้ จำกัด', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟิลลิป (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ยูโอบี เคย์เฮียน (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โกลเบล็ก จำกัด']",1.9000,Tue Aug 07,3.0200,3.4200,3.0200,3.2600,3.2000,3.1000,2.8000,3.0600,3.0600,2.8800,2.6800,1.6600
NAM,"นางสาว ปิยะฉัตร ยอดเพชร, N.A.","บริษัท ฟินเน็กซ์ แอ๊ดไวเซอรี่ จำกัด, บริษัท หลักทรัพย์ธนชาต จำกัด (มหาชน)",['บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน)']",7.7000,Tue Oct 31,7.4000,7.9000,6.4000,6.6500,6.3000,6.3000,6.8000,6.6500,6.8000,5.5500,5.7500,4.8200
NAT,นางสาว มธุรส สาราณียะธรรม,บริษัท แอสเซท โปร แมเนจเม้นท์ จำกัด,['บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ กรุงศรี จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ บียอนด์ จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โกลเบล็ก จำกัด']",5.4000,Thu Feb 15,5.9500,6.9000,5.6000,6.9000,7.5500,8.5000,8.1500,7.7500,8.7000,6.2000,6.0500,4.5400
NCAP,นางสาว ปิยะฉัตร ยอดเพชร,บริษัท ฟินเน็กซ์ แอ๊ดไวเซอรี่ จำกัด,['บริษัทหลักทรัพย์ ธนชาต จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเอสแอล จำกัด', 'บริษัทหลักทรัพย์ ไอร่า จำกัด (มหาชน)']",2.2000,Mon Nov 09,3.2000,3.8200,2.9200,3.0600,3.3600,3.1200,3.7200,4.2000,4.5600,6.0500,8.3500,16.0000
NCH,,ซิกโก้ แอ็ดไวเซอรี่ บจก.,"['บริษัทหลักทรัพย์ ซิกโก้ จำกัด', 'บริษัทหลักทรัพย์ ไทยพาณิชย์ จำกัด']","['บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ดีบีเอส วิคเคอร์ส จำกัด', 'บริษัทหลักทรัพย์ ทรีนีตี้ จำกัด', 'บริษัทหลักทรัพย์ ทิสโก้ จำกัด', 'บริษัทหลักทรัพย์ ธนชาต จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ นครหลวงไทย จำกัด', 'บริษัทหลักทรัพย์ บัวหลวง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ บีที จำกัด', 'บริษัทหลักทรัพย์ เกียรตินาคินภัทร จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เออีซี จำกัด (มหาชน)']",20.0000,Mon Mar 29,3.9709,4.0087,3.1389,3.1389,2.8175,3.0066,3.0254,2.9876,2.9687,2.3447,2.0989,4.5571
NCL,วรชาติ ทวยเจริญ,ฟินเน็กซ์ แอ๊ดไวเซอรี่ จำกัด,['บริษัทหลักทรัพย์ แอพเพิล เวลธ์ จำกัด'],"['บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ อาร์เอชบี (ประเทศไทย) จำกัด (มหาชน)']",1.8000,Tue Nov 11,5.4000,5.4000,5.4000,5.4000,6.1500,5.4500,4.9000,4.4400,4.5200,3.4400,3.9000,3.0000
NCP,นางสาว สิรีธร วรสุทธิกา,บริษัท แคปปิตอล วัน พาร์ทเนอร์ จำกัด,"['บริษัทหลักทรัพย์ บียอนด์ จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โกลเบล็ก จำกัด']","['บริษัทหลักทรัพย์ พาย จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟิลลิป (ประเทศไทย) จำกัด (มหาชน)']",2.0000,Wed Jul 31,2.2800,2.6000,1.9900,2.0200,1.6400,1.5500,1.3900,1.4900,1.3900,1.2900,1.5300,1.0600
NDR,วิชา โตมานะ,ฟิลลิป (ประเทศไทย) จำกัด (มหาชน),['บริษัทหลักทรัพย์ ฟิลลิป (ประเทศไทย) จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเชียเวลท์ จำกัด', 'บริษัทหลักทรัพย์ โนมูระ พัฒนสิน จำกัด (มหาชน)']",2.7000,Thu Jan 15,5.0000,7.3000,4.1000,5.6000,6.0000,5.9000,7.0000,7.1000,6.7500,5.5500,5.0000,4.7200
NEO,N.A.,บริษัท หลักทรัพย์ทิสโก้ จำกัด,['บริษัทหลักทรัพย์ ทิสโก้ จำกัด'],"['บริษัทหลักทรัพย์ กรุงศรี จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ กสิกรไทย จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)']",39.0000,Tue Apr 09,48.0000,48.5000,42.7500,46.2500,46.0000,44.5000,42.7500,42.2500,44.5000,41.5000,55.5000,42.0000
